ml_1,mAU_1,ml_2,mAU_2
0.419014,0.363633,0.419112,0.378678
0.419639,0.363303,0.419736,0.379323
0.420263,0.362542,0.420361,0.379607
0.420888,0.362103,0.420985,0.379022
0.421512,0.362653,0.42161,0.379217
0.422137,0.363509,0.422234,0.380171
0.422761,0.363741,0.422859,0.379828
0.423386,0.364147,0.423483,0.379302
0.42401,0.364722,0.424108,0.379288
0.424635,0.364967,0.424732,0.378935
0.425259,0.365763,0.425357,0.378952
0.425884,0.366889,0.425982,0.378957
0.426508,0.367617,0.426606,0.379347
0.427133,0.367762,0.427231,0.379354
0.427758,0.367179,0.427855,0.378141
0.428382,0.366929,0.42848,0.377757
0.429007,0.366921,0.429104,0.377531
0.429631,0.36699,0.429729,0.376531
0.430256,0.367339,0.430353,0.375909
0.43088,0.367257,0.430978,0.376028
0.431505,0.367158,0.431602,0.376251
0.432129,0.367734,0.432227,0.37608
0.432754,0.367658,0.432852,0.375873
0.433378,0.367442,0.433476,0.375436
0.434003,0.367911,0.434101,0.375182
0.434628,0.367665,0.434725,0.37508
0.435252,0.367696,0.43535,0.375155
0.435877,0.367354,0.435974,0.375388
0.436501,0.366475,0.436599,0.375458
0.437126,0.365835,0.437223,0.375604
0.43775,0.365372,0.437848,0.376105
0.438375,0.366091,0.438472,0.37646
0.438999,0.367274,0.439097,0.377018
0.439624,0.367823,0.439722,0.378042
0.440248,0.368081,0.440346,0.377946
0.440873,0.368515,0.440971,0.377081
0.441498,0.36875,0.441595,0.37674
0.442122,0.368405,0.44222,0.377385
0.442747,0.368697,0.442844,0.377697
0.443371,0.369182,0.443469,0.376394
0.443996,0.369392,0.444093,0.375841
0.44462,0.36907,0.444718,0.374833
0.445245,0.36884,0.445342,0.374148
0.445869,0.369044,0.445967,0.37383
0.446494,0.36878,0.446592,0.373523
0.447118,0.368858,0.447216,0.37305
0.447743,0.368559,0.447841,0.372804
0.448368,0.368086,0.448465,0.372001
0.448992,0.367926,0.44909,0.371632
0.449617,0.368408,0.449714,0.372272
0.450241,0.36847,0.450339,0.372254
0.450866,0.368005,0.450963,0.371843
0.45149,0.367797,0.451588,0.372078
0.452115,0.367693,0.452212,0.373353
0.452739,0.367977,0.452837,0.373836
0.453364,0.368356,0.453462,0.373432
0.453988,0.367953,0.454086,0.373262
0.454613,0.367056,0.454711,0.373828
0.455238,0.366323,0.455335,0.373179
0.455862,0.366063,0.45596,0.372991
0.456487,0.365307,0.456584,0.373074
0.457111,0.364684,0.457209,0.372669
0.457736,0.364266,0.457833,0.371318
0.45836,0.363815,0.458458,0.370484
0.458985,0.363966,0.459082,0.3707
0.459609,0.364193,0.459707,0.371018
0.460234,0.364383,0.460332,0.371997
0.460858,0.364577,0.460956,0.372748
0.461483,0.363917,0.461581,0.372618
0.462107,0.363726,0.462205,0.372517
0.462732,0.364147,0.46283,0.372038
0.463357,0.364523,0.463454,0.371719
0.463981,0.36347,0.464079,0.371737
0.464606,0.365154,0.464703,0.37124
0.46523,0.365389,0.465328,0.371242
0.465855,0.365361,0.465952,0.371871
0.466479,0.365422,0.466577,0.372037
0.467104,0.364903,0.467202,0.372258
0.467728,0.364652,0.467826,0.372532
0.468353,0.36484,0.468451,0.372258
0.468977,0.364674,0.469075,0.37167
0.469602,0.363301,0.4697,0.371271
0.470227,0.362141,0.470324,0.370904
0.470851,0.361482,0.470949,0.370381
0.471476,0.361352,0.471573,0.370447
0.4721,0.361384,0.472198,0.370645
0.472725,0.360912,0.472822,0.370661
0.473349,0.360773,0.473447,0.370541
0.473974,0.359745,0.474072,0.370811
0.474598,0.358252,0.474696,0.371613
0.475223,0.357441,0.475321,0.371978
0.475847,0.3574,0.475945,0.372578
0.476472,0.356933,0.47657,0.372737
0.477097,0.356544,0.477194,0.372408
0.477721,0.356853,0.477819,0.372404
0.478346,0.356778,0.478443,0.372471
0.47897,0.357055,0.479068,0.372733
0.479595,0.358012,0.479692,0.372676
0.480219,0.358038,0.480317,0.37199
0.480844,0.358287,0.480942,0.371054
0.481468,0.357772,0.481566,0.370281
0.482093,0.358291,0.482191,0.370554
0.482717,0.358995,0.482815,0.370674
0.483342,0.359458,0.48344,0.370453
0.483967,0.358977,0.484064,0.370428
0.484591,0.358366,0.484689,0.37019
0.485216,0.358615,0.485313,0.369188
0.48584,0.358996,0.485938,0.36912
0.486465,0.359329,0.486563,0.370056
0.487089,0.359851,0.487187,0.370366
0.487714,0.359284,0.487812,0.370075
0.488338,0.358448,0.488436,0.370165
0.488963,0.357984,0.489061,0.37068
0.489587,0.358432,0.489685,0.370704
0.490212,0.358856,0.49031,0.37077
0.490837,0.358414,0.490934,0.371352
0.491461,0.357903,0.491559,0.370868
0.492086,0.357769,0.492183,0.370502
0.49271,0.357634,0.492808,0.370308
0.493335,0.357126,0.493433,0.369403
0.493959,0.356622,0.494057,0.369148
0.494584,0.356347,0.494682,0.368936
0.495208,0.356949,0.495306,0.368416
0.495833,0.356691,0.495931,0.369083
0.496457,0.356211,0.496555,0.36916
0.497082,0.35626,0.49718,0.36857
0.497707,0.356049,0.497804,0.368033
0.498331,0.355841,0.498429,0.367333
0.498956,0.356105,0.499053,0.36545
0.49958,0.356284,0.499678,0.365056
0.500205,0.356704,0.500302,0.365493
0.500829,0.357094,0.500927,0.366476
0.501454,0.357057,0.501552,0.366739
0.502078,0.356991,0.502176,0.367317
0.502703,0.356823,0.502801,0.367261
0.503327,0.356482,0.503425,0.368059
0.503952,0.356367,0.50405,0.368923
0.504576,0.356611,0.504674,0.369787
0.505201,0.35711,0.505299,0.370015
0.505826,0.357747,0.505923,0.369165
0.50645,0.357468,0.506548,0.368607
0.507075,0.357035,0.507173,0.369135
0.507699,0.357272,0.507797,0.367964
0.508324,0.357345,0.508422,0.367448
0.508948,0.357899,0.509046,0.367255
0.509573,0.358667,0.509671,0.366666
0.510197,0.358178,0.510295,0.366223
0.510822,0.357674,0.51092,0.366435
0.511446,0.357075,0.511544,0.366353
0.512071,0.35655,0.512169,0.366192
0.512695,0.35647,0.512793,0.365922
0.51332,0.356259,0.513418,0.365477
0.513945,0.356289,0.514043,0.363913
0.514569,0.356205,0.514667,0.363252
0.515194,0.356164,0.515292,0.362682
0.515818,0.356282,0.515916,0.362305
0.516443,0.356194,0.516541,0.362661
0.517067,0.355754,0.517165,0.362366
0.517692,0.355415,0.51779,0.361568
0.518316,0.354577,0.518414,0.361263
0.518941,0.355064,0.519039,0.361054
0.519566,0.35587,0.519663,0.36093
0.52019,0.355922,0.520288,0.36112
0.520815,0.356153,0.520913,0.361618
0.521439,0.356314,0.521537,0.361159
0.522064,0.35661,0.522162,0.35988
0.522688,0.357553,0.522786,0.359256
0.523313,0.35751,0.523411,0.358494
0.523937,0.357297,0.524035,0.358581
0.524562,0.357,0.52466,0.359276
0.525186,0.35704,0.525284,0.359378
0.525811,0.357762,0.525909,0.359149
0.526435,0.357276,0.526533,0.358742
0.52706,0.357409,0.527158,0.358057
0.527685,0.358354,0.527783,0.357351
0.528309,0.35838,0.528407,0.356943
0.528934,0.357907,0.529032,0.357047
0.529558,0.358201,0.529656,0.357986
0.530183,0.358116,0.530281,0.358977
0.530807,0.357872,0.530905,0.358412
0.531432,0.35807,0.53153,0.356735
0.532056,0.358142,0.532154,0.355584
0.532681,0.35847,0.532779,0.35463
0.533305,0.358567,0.533403,0.353314
0.53393,0.358529,0.534028,0.35246
0.534555,0.35877,0.534653,0.351854
0.535179,0.358767,0.535277,0.350722
0.535804,0.358549,0.535902,0.349481
0.536428,0.358343,0.536526,0.348838
0.537053,0.35837,0.537151,0.348938
0.537677,0.358941,0.537775,0.348528
0.538302,0.359866,0.5384,0.348022
0.538926,0.360322,0.539024,0.348382
0.539551,0.360709,0.539649,0.348437
0.540175,0.36052,0.540273,0.348277
0.5408,0.359928,0.540898,0.347742
0.541425,0.359933,0.541523,0.346935
0.542049,0.359835,0.542147,0.346498
0.542674,0.359886,0.542772,0.346001
0.543298,0.36014,0.543396,0.345504
0.543923,0.359947,0.544021,0.345429
0.544547,0.360229,0.544645,0.345473
0.545172,0.359829,0.54527,0.345876
0.545796,0.358989,0.545894,0.345691
0.546421,0.358775,0.546519,0.344164
0.547045,0.358429,0.547143,0.343784
0.54767,0.358221,0.547768,0.343554
0.548294,0.358373,0.548393,0.344055
0.548919,0.358635,0.549017,0.344459
0.549544,0.358699,0.549642,0.344624
0.550168,0.357695,0.550266,0.344282
0.550793,0.357408,0.550891,0.343893
0.551417,0.356929,0.551515,0.343734
0.552042,0.356018,0.55214,0.343432
0.552666,0.355906,0.552764,0.342736
0.553291,0.355478,0.553389,0.342868
0.553915,0.354555,0.554013,0.343093
0.55454,0.354092,0.554638,0.343439
0.555165,0.354151,0.555263,0.343793
0.555789,0.354604,0.555887,0.343525
0.556414,0.354095,0.556512,0.343008
0.557038,0.35398,0.557136,0.343025
0.557663,0.354069,0.557761,0.343445
0.558287,0.353054,0.558385,0.343591
0.558912,0.352329,0.55901,0.343568
0.559536,0.352421,0.559634,0.343272
0.560161,0.352556,0.560259,0.343086
0.560785,0.352275,0.560884,0.342757
0.56141,0.35243,0.561508,0.342546
0.562034,0.35219,0.562133,0.342486
0.562659,0.351562,0.562757,0.343435
0.563284,0.351613,0.563382,0.343552
0.563908,0.351512,0.564006,0.34281
0.564533,0.351507,0.564631,0.343039
0.565157,0.35152,0.565255,0.343406
0.565782,0.351739,0.56588,0.342288
0.566406,0.35214,0.566504,0.341936
0.567031,0.352027,0.567129,0.341962
0.567655,0.351912,0.567753,0.341866
0.56828,0.352464,0.568378,0.341892
0.568904,0.351345,0.569003,0.341942
0.569529,0.350619,0.569627,0.341655
0.570154,0.349107,0.570252,0.341802
0.570778,0.348182,0.570876,0.341325
0.571403,0.348431,0.571501,0.341168
0.572027,0.348642,0.572125,0.34148
0.572652,0.347905,0.57275,0.341569
0.573276,0.348392,0.573374,0.34113
0.573901,0.349227,0.573999,0.342134
0.574525,0.349048,0.574624,0.343334
0.57515,0.348987,0.575248,0.343678
0.575774,0.348372,0.575873,0.343254
0.576399,0.348522,0.576497,0.342695
0.577024,0.349142,0.577122,0.342999
0.577648,0.349087,0.577746,0.344753
0.578273,0.349222,0.578371,0.34558
0.578897,0.349578,0.578995,0.345278
0.579522,0.349705,0.57962,0.344849
0.580146,0.350175,0.580244,0.344853
0.580771,0.349882,0.580869,0.344582
0.581395,0.351105,0.581493,0.345242
0.58202,0.351736,0.582118,0.345326
0.582644,0.352418,0.582743,0.344902
0.583269,0.35328,0.583367,0.345248
0.583894,0.352879,0.583992,0.345657
0.584518,0.35273,0.584616,0.345346
0.585143,0.353204,0.585241,0.345087
0.585767,0.353492,0.585865,0.344636
0.586392,0.354479,0.58649,0.343806
0.587016,0.354545,0.587114,0.343483
0.587641,0.354813,0.587739,0.343234
0.588265,0.354779,0.588364,0.342904
0.58889,0.354801,0.588988,0.342537
0.589514,0.35447,0.589613,0.342446
0.590139,0.354377,0.590237,0.342978
0.590764,0.354704,0.590862,0.343147
0.591388,0.355688,0.591486,0.342862
0.592013,0.356292,0.592111,0.342547
0.592637,0.356714,0.592735,0.342506
0.593262,0.357045,0.59336,0.34227
0.593886,0.357111,0.593984,0.341852
0.594511,0.356478,0.594609,0.341967
0.595135,0.356089,0.595234,0.341857
0.59576,0.355681,0.595858,0.341541
0.596384,0.355391,0.596483,0.341639
0.597009,0.355536,0.597107,0.34209
0.597633,0.355391,0.597732,0.342181
0.598258,0.35524,0.598356,0.342082
0.598883,0.354589,0.598981,0.342282
0.599507,0.353969,0.599605,0.342762
0.600132,0.35414,0.60023,0.343225
0.600756,0.354124,0.600854,0.342709
0.601381,0.354982,0.601479,0.342635
0.602005,0.355551,0.602104,0.343324
0.60263,0.355403,0.602728,0.343819
0.603254,0.356067,0.603353,0.34399
0.603879,0.356685,0.603977,0.344418
0.604503,0.356129,0.604602,0.345141
0.605128,0.356119,0.605226,0.344751
0.605753,0.356956,0.605851,0.344239
0.606377,0.357616,0.606475,0.34444
0.607002,0.357303,0.6071,0.344859
0.607626,0.356031,0.607724,0.345016
0.608251,0.356311,0.608349,0.345881
0.608875,0.356892,0.608974,0.345511
0.6095,0.357497,0.609598,0.345283
0.610124,0.357525,0.610223,0.345327
0.610749,0.357411,0.610847,0.34465
0.611373,0.357747,0.611472,0.343602
0.611998,0.358162,0.612096,0.343548
0.612623,0.357491,0.612721,0.344116
0.613247,0.356975,0.613345,0.344436
0.613872,0.35658,0.61397,0.345422
0.614496,0.356315,0.614594,0.344912
0.615121,0.356271,0.615219,0.344956
0.615745,0.355994,0.615844,0.345589
0.61637,0.355794,0.616468,0.345256
0.616994,0.355576,0.617093,0.345235
0.617619,0.354894,0.617717,0.346726
0.618243,0.354635,0.618342,0.34653
0.618868,0.354278,0.618966,0.346512
0.619493,0.35381,0.619591,0.347149
0.620117,0.353948,0.620215,0.347251
0.620742,0.354513,0.62084,0.347438
0.621366,0.354772,0.621464,0.347448
0.621991,0.35447,0.622089,0.346883
0.622615,0.35368,0.622714,0.347029
0.62324,0.353293,0.623338,0.347279
0.623864,0.353506,0.623963,0.347652
0.624489,0.353626,0.624587,0.348176
0.625113,0.354219,0.625212,0.34858
0.625738,0.354257,0.625836,0.34854
0.626363,0.35433,0.626461,0.348894
0.626987,0.354673,0.627085,0.348962
0.627612,0.354857,0.62771,0.348994
0.628236,0.355509,0.628334,0.349429
0.628861,0.354607,0.628959,0.349585
0.629485,0.355041,0.629584,0.349556
0.63011,0.355918,0.630208,0.34916
0.630734,0.356931,0.630833,0.348888
0.631359,0.357906,0.631457,0.349097
0.631983,0.358295,0.632082,0.349412
0.632608,0.358521,0.632706,0.349006
0.633232,0.358024,0.633331,0.348603
0.633857,0.35838,0.633955,0.34819
0.634482,0.357149,0.63458,0.348412
0.635106,0.356495,0.635204,0.347971
0.635731,0.356955,0.635829,0.347758
0.636355,0.357415,0.636454,0.347628
0.63698,0.356991,0.637078,0.347309
0.637604,0.35735,0.637703,0.347015
0.638229,0.357845,0.638327,0.346941
0.638853,0.359719,0.638952,0.347245
0.639478,0.35989,0.639576,0.347054
0.640102,0.360478,0.640201,0.346847
0.640727,0.35971,0.640825,0.346401
0.641352,0.359828,0.64145,0.346888
0.641976,0.36034,0.642074,0.347727
0.642601,0.360466,0.642699,0.347722
0.643225,0.36061,0.643324,0.347346
0.64385,0.361781,0.643948,0.346243
0.644474,0.362804,0.644573,0.346274
0.645099,0.363532,0.645197,0.346311
0.645723,0.363413,0.645822,0.345982
0.646348,0.363683,0.646446,0.345494
0.646972,0.364248,0.647071,0.345419
0.647597,0.363985,0.647695,0.346042
0.648222,0.364183,0.64832,0.346011
0.648846,0.363857,0.648944,0.345313
0.649471,0.363863,0.649569,0.345597
0.650095,0.363853,0.650194,0.345462
0.65072,0.364027,0.650818,0.344819
0.651344,0.363817,0.651443,0.344531
0.651969,0.363954,0.652067,0.34528
0.652593,0.364111,0.652692,0.344881
0.653218,0.363987,0.653316,0.345616
0.653842,0.364295,0.653941,0.344914
0.654467,0.364338,0.654565,0.344873
0.655092,0.364168,0.65519,0.344927
0.655716,0.3644,0.655815,0.344169
0.656341,0.36501,0.656439,0.343951
0.656965,0.365871,0.657064,0.344054
0.65759,0.365888,0.657688,0.343932
0.658214,0.366288,0.658313,0.34434
0.658839,0.366431,0.658937,0.344302
0.659463,0.366176,0.659562,0.343535
0.660088,0.367173,0.660186,0.34351
0.660712,0.367276,0.660811,0.342276
0.661337,0.367045,0.661435,0.341923
0.661961,0.366334,0.66206,0.341281
0.662586,0.365931,0.662685,0.340567
0.663211,0.366488,0.663309,0.341482
0.663835,0.367056,0.663934,0.342296
0.66446,0.367137,0.664558,0.342453
0.665084,0.366986,0.665183,0.342324
0.665709,0.367663,0.665807,0.34217
0.666333,0.368019,0.666432,0.34283
0.666958,0.367453,0.667056,0.342725
0.667582,0.366458,0.667681,0.341941
0.668207,0.366657,0.668305,0.343329
0.668831,0.366039,0.66893,0.343934
0.669456,0.365394,0.669555,0.343913
0.670081,0.364713,0.670179,0.342971
0.670705,0.364409,0.670804,0.342564
0.67133,0.363745,0.671428,0.341083
0.671954,0.363512,0.672053,0.341161
0.672579,0.363179,0.672677,0.340901
0.673203,0.36271,0.673302,0.340089
0.673828,0.362707,0.673926,0.340344
0.674452,0.361811,0.674551,0.339612
0.675077,0.361047,0.675175,0.340848
0.675701,0.360857,0.6758,0.340715
0.676326,0.359601,0.676425,0.340129
0.676951,0.360465,0.677049,0.340129
0.677575,0.360326,0.677674,0.34136
0.6782,0.36087,0.678298,0.341892
0.678824,0.362485,0.678923,0.341437
0.679449,0.363169,0.679547,0.340682
0.680073,0.365364,0.680172,0.340881
0.680698,0.366529,0.680796,0.340792
0.681322,0.367688,0.681421,0.341356
0.681947,0.368315,0.682045,0.341476
0.682571,0.367858,0.68267,0.341995
0.683196,0.367553,0.683295,0.341227
0.683821,0.367811,0.683919,0.341052
0.684445,0.369115,0.684544,0.341851
0.68507,0.368626,0.685168,0.343098
0.685694,0.369514,0.685793,0.342782
0.686319,0.369343,0.686417,0.343153
0.686943,0.369718,0.687042,0.343241
0.687568,0.369201,0.687666,0.343072
0.688192,0.368964,0.688291,0.342519
0.688817,0.369267,0.688915,0.342187
0.689441,0.368811,0.68954,0.342346
0.690066,0.368389,0.690165,0.342386
0.690691,0.369355,0.690789,0.34233
0.691315,0.368841,0.691414,0.342545
0.69194,0.368801,0.692038,0.34326
0.692564,0.368472,0.692663,0.343722
0.693189,0.368897,0.693287,0.343996
0.693813,0.369515,0.693912,0.343916
0.694438,0.370096,0.694536,0.343766
0.695062,0.36952,0.695161,0.34354
0.695687,0.369526,0.695785,0.343567
0.696311,0.369626,0.69641,0.343943
0.696936,0.37027,0.697035,0.343681
0.69756,0.369523,0.697659,0.343127
0.698185,0.369066,0.698284,0.343558
0.69881,0.370037,0.698908,0.34365
0.699434,0.369266,0.699533,0.342207
0.700059,0.369391,0.700157,0.340805
0.700683,0.370548,0.700782,0.340419
0.701308,0.371104,0.701406,0.341087
0.701932,0.371286,0.702031,0.340891
0.702557,0.371843,0.702655,0.341456
0.703181,0.373118,0.70328,0.34153
0.703806,0.373931,0.703905,0.341521
0.70443,0.375562,0.704529,0.342294
0.705055,0.375803,0.705154,0.342508
0.70568,0.375804,0.705778,0.344165
0.706304,0.37632,0.706403,0.34363
0.706929,0.376063,0.707027,0.343264
0.707553,0.376958,0.707652,0.342518
0.708178,0.376858,0.708276,0.343614
0.708802,0.377383,0.708901,0.342338
0.709427,0.376806,0.709525,0.341594
0.710051,0.376254,0.71015,0.341633
0.710676,0.375283,0.710775,0.342892
0.7113,0.373719,0.711399,0.342433
0.711925,0.373086,0.712024,0.343342
0.71255,0.372898,0.712648,0.342813
0.713174,0.372983,0.713273,0.342697
0.713799,0.373459,0.713897,0.341637
0.714423,0.373662,0.714522,0.341109
0.715048,0.373897,0.715146,0.341203
0.715672,0.373074,0.715771,0.340196
0.716297,0.372443,0.716395,0.339503
0.716921,0.371692,0.71702,0.33886
0.717546,0.372005,0.717645,0.338788
0.71817,0.371517,0.718269,0.337684
0.718795,0.371628,0.718894,0.336958
0.71942,0.371827,0.719518,0.337205
0.720044,0.372072,0.720143,0.337858
0.720669,0.372212,0.720767,0.337509
0.721293,0.372532,0.721392,0.337306
0.721918,0.3723,0.722016,0.337388
0.722542,0.372968,0.722641,0.337055
0.723167,0.373659,0.723265,0.337501
0.723791,0.373935,0.72389,0.337359
0.724416,0.373205,0.724515,0.337144
0.72504,0.372342,0.725139,0.337737
0.725665,0.372107,0.725764,0.336648
0.72629,0.372323,0.726388,0.335957
0.726914,0.373202,0.727013,0.335496
0.727539,0.373715,0.727637,0.335346
0.728163,0.372712,0.728262,0.335258
0.728788,0.373392,0.728886,0.335219
0.729412,0.374739,0.729511,0.334734
0.730037,0.374576,0.730136,0.334854
0.730661,0.375194,0.73076,0.334937
0.731286,0.375426,0.731385,0.335109
0.73191,0.37494,0.732009,0.335257
0.732535,0.375467,0.732634,0.334344
0.733159,0.375971,0.733258,0.334342
0.733784,0.375545,0.733883,0.334352
0.734409,0.374957,0.734507,0.334215
0.735033,0.374754,0.735132,0.334163
0.735658,0.372925,0.735756,0.333015
0.736282,0.372497,0.736381,0.332901
0.736907,0.37396,0.737006,0.332104
0.737531,0.373575,0.73763,0.332302
0.738156,0.373438,0.738255,0.332049
0.73878,0.372481,0.738879,0.332875
0.739405,0.372655,0.739504,0.332525
0.740029,0.372007,0.740128,0.332485
0.740654,0.37135,0.740753,0.332015
0.741279,0.371006,0.741377,0.331453
0.741903,0.371383,0.742002,0.331453
0.742528,0.371451,0.742626,0.331652
0.743152,0.370681,0.743251,0.330152
0.743777,0.370989,0.743876,0.3294
0.744401,0.371101,0.7445,0.329622
0.745026,0.37147,0.745125,0.330028
0.74565,0.372172,0.745749,0.330711
0.746275,0.37201,0.746374,0.329994
0.746899,0.372532,0.746998,0.329879
0.747524,0.373683,0.747623,0.329854
0.748149,0.374109,0.748247,0.330259
0.748773,0.373876,0.748872,0.329599
0.749398,0.374088,0.749496,0.330722
0.750022,0.373745,0.750121,0.331318
0.750647,0.373919,0.750746,0.330851
0.751271,0.374598,0.75137,0.330316
0.751896,0.375246,0.751995,0.329779
0.75252,0.37562,0.752619,0.329896
0.753145,0.374894,0.753244,0.32926
0.753769,0.374396,0.753868,0.328891
0.754394,0.373684,0.754493,0.328686
0.755019,0.374439,0.755117,0.328753
0.755643,0.375221,0.755742,0.328855
0.756268,0.374919,0.756366,0.328346
0.756892,0.374674,0.756991,0.327839
0.757517,0.374497,0.757616,0.328076
0.758141,0.374169,0.75824,0.327809
0.758766,0.374052,0.758865,0.327544
0.75939,0.374034,0.759489,0.326581
0.760015,0.37358,0.760114,0.326253
0.760639,0.372862,0.760738,0.326279
0.761264,0.373125,0.761363,0.32627
0.761889,0.373122,0.761987,0.326324
0.762513,0.373043,0.762612,0.326529
0.763138,0.372507,0.763236,0.32703
0.763762,0.371481,0.763861,0.327171
0.764387,0.370787,0.764486,0.326912
0.765011,0.370793,0.76511,0.327253
0.765636,0.370517,0.765735,0.327592
0.76626,0.370462,0.766359,0.327517
0.766885,0.37071,0.766984,0.328802
0.767509,0.370952,0.767608,0.3279
0.768134,0.370358,0.768233,0.327634
0.768758,0.370354,0.768857,0.327337
0.769383,0.370909,0.769482,0.327784
0.770008,0.371485,0.770106,0.326642
0.770632,0.370931,0.770731,0.326575
0.771257,0.370901,0.771356,0.32653
0.771881,0.371178,0.77198,0.326375
0.772506,0.371393,0.772605,0.327477
0.77313,0.371916,0.773229,0.326646
0.773755,0.372592,0.773854,0.326048
0.774379,0.373478,0.774478,0.326335
0.775004,0.372496,0.775103,0.327617
0.775629,0.372569,0.775727,0.32737
0.776253,0.372143,0.776352,0.327173
